split,world_file,seed,difficulty,random_obstacle_count,boundary_wall_count,total_box_count,direct_path_blocked,astar_path_length_m,start_x,start_y,start_yaw,goal_x,goal_y,scenario,straight_distance_m,path_stretch_ratio,structured_blocker_count,source_dataset,source_split,source_repetition,training_weight,comparison_source
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100006.yaml,1100006,easy,14,4,18,True,7.9233,-3.579293,2.250828,-0.896333,-0.009662,-2.938327,direct_block,6.2984,1.258,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100156.yaml,1100156,easy,16,4,20,True,7.1678,1.652838,3.552987,-1.808961,-0.51007,-2.272111,double_block,6.2137,1.1536,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300431.yaml,300431,hard,14,4,18,False,6.9359,1.665472,-3.722341,1.971314,-0.040645,2.532407,clear,6.4833,1.0698,0,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000206.yaml,206,hard,8,4,12,True,7.9565,4.129003,-2.40051,-1.584888,-3.239905,-2.443097,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300088.yaml,300088,medium,9,4,13,True,5.8925,3.335837,-0.614888,2.022429,1.602172,3.644733,double_block,4.5989,1.2813,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100108.yaml,1100108,easy,14,4,18,True,8.5392,-4.178156,2.59615,-0.868138,0.383943,-3.186804,double_block,7.3658,1.1593,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000230.yaml,230,hard,9,4,13,True,4.9027,3.821227,3.351985,1.670746,0.322116,1.387379,,,,,v2,train,0,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100174.yaml,1100174,easy,15,4,19,True,6.9472,2.075335,-0.435964,2.685222,-3.881582,1.723858,direct_block,6.3364,1.0964,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100021.yaml,1100021,easy,15,4,19,True,6.8947,2.965067,-0.391734,-3.101344,-3.026245,-0.79263,double_block,6.0047,1.1482,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000069.yaml,69,easy,1,4,5,True,5.1565,-3.435383,-2.831224,0.378769,0.893553,-1.461694,direct_block,4.5404,1.1357,,v3,train,0,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300336.yaml,300336,easy,5,4,9,True,8.7986,-1.800723,-1.407453,0.709038,3.848541,3.675092,double_block,7.5991,1.1578,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300035.yaml,300035,hard,13,4,17,False,6.7792,4.095613,-0.200397,-2.614698,-1.413405,-3.247277,clear,6.2955,1.0768,0,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300060.yaml,300060,easy,4,4,8,True,7.6398,1.595191,-2.577262,2.274719,-2.967035,2.159114,double_block,6.5763,1.1617,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100235.yaml,1100235,medium,18,4,22,False,5.6663,-2.708066,3.559092,-1.646657,-2.866586,-2.040803,clear,5.6021,1.0114,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100196.yaml,1100196,medium,16,4,20,True,7.8822,3.376629,-3.294185,1.611529,3.242079,3.549789,double_block,6.8453,1.1515,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300409.yaml,300409,medium,6,4,10,True,8.7541,-2.855317,-1.134881,0.417964,3.650505,2.53426,double_block,7.4692,1.172,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000208.yaml,208,medium,7,4,11,True,4.8559,-2.643234,0.629658,0.768749,0.550331,3.076166,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100072.yaml,1100072,easy,15,4,19,True,7.1072,3.414888,3.731567,-2.150071,-0.364625,-1.091171,double_block,6.1273,1.1599,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100039.yaml,1100039,easy,16,4,20,False,5.0718,-1.885034,-2.920813,0.752111,1.457802,0.763271,clear,4.9746,1.0195,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100074.yaml,1100074,hard,19,4,23,True,9.9849,-3.639031,-1.958796,0.824163,2.180805,4.188793,direct_block,8.4654,1.1795,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100164.yaml,1100164,hard,19,4,23,True,7.1347,2.451235,2.429532,-1.596052,2.665206,-3.165643,double_block,5.5993,1.2742,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000244.yaml,244,medium,8,4,12,True,7.7643,0.685723,-3.78037,2.077432,-3.471386,1.998505,,,,,v2,train,0,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100094.yaml,1100094,medium,17,4,21,True,9.6592,0.727209,-3.955073,2.242848,-3.699919,0.571986,direct_block,6.332,1.5255,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100013.yaml,1100013,medium,18,4,22,True,5.8457,3.855244,1.47571,2.856687,-0.429182,2.9536,double_block,4.5322,1.2898,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_double_block_seed_300288.yaml,300288,easy,5,4,9,True,9.1849,-4.010236,-2.412256,0.700082,2.268769,2.417856,double_block,7.9219,1.1594,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_easy_direct_block_seed_300258.yaml,300258,easy,4,4,8,True,6.6239,-3.573493,-1.731173,1.25198,-2.426498,4.152867,direct_block,5.9948,1.1049,1,v4_focused,train,1,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100152.yaml,1100152,hard,19,4,23,True,6.1576,1.805729,-3.670433,2.405105,-1.768557,-0.500486,double_block,4.7775,1.2889,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100060.yaml,1100060,easy,16,4,20,True,5.6227,2.094575,3.362487,-3.045663,-2.415292,3.51028,double_block,4.5123,1.2461,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000177.yaml,177,easy,2,4,6,False,6.5884,0.71889,1.823409,2.069574,2.684366,-3.973162,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100095.yaml,1100095,hard,20,4,24,False,6.001,4.047525,3.688178,-2.843751,-0.969828,1.385089,clear,5.5207,1.087,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_hard_direct_block_seed_000224.yaml,224,hard,4,4,8,True,5.5096,2.923677,-0.299707,1.217419,4.179384,4.009228,direct_block,4.4882,1.2276,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000198.yaml,198,easy,2,4,6,True,5.2422,-0.169828,1.484774,0.190295,4.243085,-0.377086,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100206.yaml,1100206,hard,20,4,24,True,9.769,-3.809465,-2.149964,0.637365,1.766421,2.436676,direct_block,7.22,1.3531,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000118.yaml,118,medium,6,4,10,True,6.8422,1.762792,-1.792831,-2.976257,-4.193487,-1.461864,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300284.yaml,300284,hard,12,4,16,True,7.1541,-1.91737,-2.043467,1.835561,-3.195499,3.462046,double_block,5.6519,1.2658,2,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000045.yaml,45,easy,2,4,6,True,8.2467,-0.133825,-3.273875,1.265912,2.615114,3.878856,direct_block,7.6628,1.0762,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100110.yaml,1100110,hard,18,4,22,True,6.1027,1.488796,3.102983,-1.999496,-0.059302,-1.300151,direct_block,4.6674,1.3075,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100127.yaml,1100127,medium,16,4,20,False,6.3153,-3.160405,-2.925925,0.324014,2.347787,-1.03493,clear,5.8237,1.0844,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100136.yaml,1100136,medium,18,4,22,True,6.5245,1.918055,-0.206882,2.684886,-3.17517,1.83105,double_block,5.4858,1.1893,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300125.yaml,300125,hard,14,4,18,True,7.3472,-3.584071,1.380925,-0.931927,0.032517,-3.002445,double_block,5.6827,1.2929,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100061.yaml,1100061,medium,16,4,20,True,6.8341,-1.430453,2.857172,-0.366111,3.590892,0.816163,double_block,5.4203,1.2608,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_clear_seed_300343.yaml,300343,medium,6,4,10,False,6.1382,3.864173,1.98567,-1.721617,3.178954,-3.902482,clear,5.9279,1.0355,0,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100102.yaml,1100102,easy,14,4,18,True,9.4306,2.525921,-1.902205,2.446973,-4.010749,3.23079,direct_block,8.3112,1.1347,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100170.yaml,1100170,hard,20,4,24,True,8.9988,0.107905,0.139951,2.663696,-4.194527,1.711129,direct_block,4.5803,1.9647,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300028.yaml,300028,medium,7,4,11,True,8.9643,-1.410634,2.478793,-0.816045,3.495932,-3.773114,double_block,7.9474,1.128,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100144.yaml,1100144,easy,16,4,20,True,7.4216,-2.376245,-2.663733,-0.143222,4.205019,-2.831818,double_block,6.5834,1.1273,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000227.yaml,227,hard,11,4,15,True,4.8639,3.972772,-1.135145,-0.532796,-0.470946,-2.245637,,,,,v2,train,0,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100028.yaml,1100028,medium,16,4,20,True,8.4478,3.9503,0.998712,-2.461368,-0.208832,-3.341932,double_block,6.0116,1.4053,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100104.yaml,1100104,hard,19,4,23,True,9.8627,3.09686,2.510417,-1.745644,2.214237,-3.080257,double_block,5.6599,1.7426,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_clear_seed_000027.yaml,27,easy,2,4,6,False,5.6706,2.756188,-1.418933,2.268896,-1.084815,2.676359,clear,5.6147,1.01,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300281.yaml,300281,hard,11,4,15,True,8.0147,-3.310866,3.680121,-0.15299,3.416839,2.884656,double_block,6.7746,1.1831,2,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100019.yaml,1100019,medium,16,4,20,False,5.5976,-4.082527,-2.958104,1.317701,-3.172733,2.272835,clear,5.3095,1.0543,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100062.yaml,1100062,hard,19,4,23,True,6.729,1.250507,-0.657178,2.467387,-3.315011,2.514646,direct_block,5.5592,1.2104,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_double_block_seed_300112.yaml,300112,medium,7,4,11,True,7.0822,4.100033,-1.235248,2.239057,0.222128,3.000519,double_block,5.7428,1.2332,2,v4_focused,train,2,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100011.yaml,1100011,hard,20,4,24,False,5.4594,3.142622,2.372891,-1.544878,3.415335,-2.969679,clear,5.3495,1.0205,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100214.yaml,1100214,medium,17,4,21,True,6.2959,2.487642,-3.356281,2.115407,-0.147617,1.326692,direct_block,5.3735,1.1716,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100083.yaml,1100083,hard,18,4,22,False,5.0022,1.849713,0.305243,-2.096371,0.070913,-3.939733,clear,4.6026,1.0868,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000198.yaml,198,easy,2,4,6,True,5.2422,-0.169828,1.484774,0.190295,4.243085,-0.377086,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300194.yaml,300194,hard,11,4,15,True,7.1678,-2.618032,3.69064,-1.00545,1.01696,-1.120092,direct_block,6.0296,1.1888,1,v4_focused,train,3,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100180.yaml,1100180,easy,15,4,19,True,6.329,-0.053874,3.327933,-0.803053,3.676056,-0.370908,double_block,5.253,1.2048,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100114.yaml,1100114,easy,14,4,18,True,6.3153,2.23904,-3.056778,-3.122578,-2.726752,-2.518739,direct_block,4.9949,1.2644,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100029.yaml,1100029,hard,18,4,22,True,9.3667,3.387261,-3.643219,2.384152,-1.096508,1.371415,double_block,6.7269,1.3924,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100220.yaml,1100220,medium,18,4,22,True,10.57,-3.092848,1.175912,0.454853,3.623736,3.710573,double_block,7.1789,1.4724,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100077.yaml,1100077,hard,19,4,23,True,10.33,-3.744932,3.11405,-0.575621,3.240352,-0.443679,double_block,7.8391,1.3178,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100181.yaml,1100181,medium,18,4,22,True,7.6753,3.609913,3.575641,-2.160243,-0.112164,-1.501132,double_block,6.295,1.2193,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_clear_seed_000055.yaml,55,medium,2,4,6,False,6.2731,-3.572859,-2.687961,1.632427,-3.497671,3.535847,clear,6.2243,1.0079,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000292.yaml,292,medium,2,4,6,True,6.2353,3.536956,0.674281,2.77997,-1.499795,3.022831,direct_block,5.5574,1.122,,v3,train,0,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_double_block_seed_1100016.yaml,1100016,medium,17,4,21,True,8.6718,3.05858,-4.20271,2.495343,-3.270102,0.080126,double_block,7.6417,1.1348,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100003.yaml,1100003,easy,16,4,20,False,5.0433,-0.965417,-0.322385,1.942012,-2.395267,4.108241,clear,4.6556,1.0833,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100222.yaml,1100222,easy,14,4,18,True,5.4651,1.46356,-2.760223,1.355085,2.566056,1.768337,direct_block,4.6608,1.1726,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_direct_block_seed_300098.yaml,300098,hard,13,4,17,True,6.4971,-2.45126,-2.139854,0.103157,2.75574,-1.72121,direct_block,5.2238,1.2437,1,v4_focused,train,0,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_clear_seed_1100103.yaml,1100103,medium,16,4,20,False,5.7633,-2.792246,0.104745,0.332079,2.461889,1.443894,clear,5.4221,1.0629,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100027.yaml,1100027,easy,14,4,18,False,7.2923,-3.796529,2.273939,-0.446252,2.23742,-0.820459,clear,6.7811,1.0754,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100149.yaml,1100149,hard,19,4,23,True,7.2478,0.905518,-0.616723,-2.363462,-3.147833,-3.816456,double_block,5.1641,1.4035,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100057.yaml,1100057,easy,14,4,18,True,7.1153,2.146251,2.941596,-2.870478,-4.153346,1.253502,double_block,6.5219,1.091,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000207.yaml,207,easy,4,4,8,True,8.4971,0.929381,3.856156,2.84212,2.106419,-4.138942,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300344.yaml,300344,hard,13,4,17,True,8.8833,3.755199,-0.989608,-2.725941,-3.059585,-3.894395,double_block,7.408,1.1991,2,v4_focused,train,0,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000064.yaml,64,medium,3,4,7,True,4.5027,-3.188767,0.96041,0.125958,0.307339,1.588308,direct_block,3.552,1.2676,,v3,train,general_replay,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100233.yaml,1100233,hard,19,4,23,True,10.8204,-3.943573,1.465646,-0.146009,3.828818,-0.358061,double_block,7.9835,1.3553,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_easy_direct_block_seed_000096.yaml,96,easy,2,4,6,True,8.018,-1.575366,1.473718,-0.786032,3.606237,-3.43398,direct_block,7.1368,1.1235,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000250.yaml,250,medium,8,4,12,True,5.529,-2.983063,1.491554,2.72721,1.767834,0.515493,,,,,v2,train,0,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100198.yaml,1100198,easy,14,4,18,True,6.2216,2.25907,-0.96433,-2.556227,-2.127203,-4.063217,direct_block,5.3705,1.1585,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000034.yaml,34,medium,4,4,8,True,6.7541,-1.350362,0.714414,-0.81844,2.741546,-3.429804,direct_block,5.8239,1.1597,,v3,train,general_replay,0.15,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300065.yaml,300065,hard,14,4,18,True,8.3096,-3.589928,-2.524051,0.652105,1.813146,1.323968,double_block,6.6333,1.2527,2,v4_focused,train,2,focused_failure,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100154.yaml,1100154,medium,18,4,22,True,6.2433,3.717375,0.689634,-2.556229,-0.302541,-2.35592,direct_block,5.0433,1.2379,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100038.yaml,1100038,hard,18,4,22,True,6.5553,-0.921913,-2.239105,1.624296,-0.908176,3.388156,direct_block,5.6273,1.1649,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100188.yaml,1100188,hard,18,4,22,True,8.7153,3.085142,1.309839,-2.555331,-2.642344,-2.771175,double_block,7.0327,1.2393,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000115.yaml,115,medium,7,4,11,True,9.4088,-3.363606,-3.373506,3.087839,2.212445,3.114626,,,,,v2,train,0,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_direct_block_seed_1100218.yaml,1100218,hard,18,4,22,True,5.4627,0.31056,3.330181,-1.845313,-0.964874,-1.163157,direct_block,4.6708,1.1695,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_clear_seed_1100099.yaml,1100099,easy,14,4,18,False,8.152,3.873851,-4.135306,-3.074794,-4.025202,-3.583964,clear,7.9183,1.0295,0,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000042.yaml,42,easy,4,4,8,True,5.8102,2.101489,-2.219441,1.51216,-3.13602,-3.458292,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000058.yaml,58,medium,6,4,10,True,7.5049,1.235133,3.884423,-0.920829,-3.991504,-0.440223,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100118.yaml,1100118,medium,17,4,21,True,9.6706,-2.850391,-3.787187,0.870166,3.243316,2.056206,direct_block,8.4427,1.1454,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_hard_seed_000053.yaml,53,hard,12,4,16,False,5.2398,-1.21186,-0.394614,2.584388,-4.078423,3.733042,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_clear_seed_300275.yaml,300275,hard,14,4,18,False,6.4639,2.000643,-2.694157,2.884035,-3.951689,-1.531014,clear,6.0649,1.0658,0,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_clear_seed_000139.yaml,139,medium,2,4,6,False,3.8547,3.905257,0.987637,2.56801,0.916309,3.198888,clear,3.718,1.0368,,v3,train,0,0.15,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_clear_seed_1100143.yaml,1100143,hard,20,4,24,False,5.2422,-0.88464,-1.026438,0.361984,3.541111,0.817703,clear,4.7946,1.0933,0,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_medium_direct_block_seed_1100142.yaml,1100142,medium,18,4,22,True,6.4833,-3.93077,4.025387,-0.576072,0.372224,1.050625,direct_block,5.2312,1.2394,1,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_double_block_seed_1100129.yaml,1100129,easy,14,4,18,True,9.0855,1.04151,3.093264,-2.374979,-3.785197,-2.968314,double_block,7.7485,1.1725,2,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300094.yaml,300094,medium,9,4,13,True,7.9186,-3.258769,2.682181,0.129422,3.268026,3.921574,direct_block,6.6434,1.1919,1,v4,train,0,0.45,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_easy_seed_000192.yaml,192,easy,3,4,7,True,6.3929,-3.592317,-1.678925,-1.40002,-0.655509,3.532129,,,,,v2,train,0,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_hard_double_block_seed_300416.yaml,300416,hard,11,4,15,True,6.0365,1.219382,-3.248094,-3.11144,-3.253832,-3.749835,double_block,4.5013,1.3411,2,v4_focused,train,2,focused_failure,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v4_hard/train/world_medium_direct_block_seed_300214.yaml,300214,medium,8,4,12,True,7.8467,-3.986708,3.670974,-0.615472,1.790169,-0.021644,direct_block,6.8562,1.1445,1,v4,train,0,0.45,original
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_hard_double_block_seed_1100140.yaml,1100140,hard,20,4,24,True,10.0261,3.637782,2.788859,-2.307243,-1.250844,-3.449703,double_block,7.9258,1.265,2,,,,,dense_v10
train,/root/leo_ws/results/comparison_benchmarks/benchmark_v10_dense_001/train/world_easy_direct_block_seed_1100210.yaml,1100210,easy,16,4,20,True,7.9598,-2.797312,-3.003891,0.865798,1.424341,2.13657,direct_block,6.6518,1.1966,1,,,,,dense_v10
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v2/train/world_medium_seed_000166.yaml,166,medium,6,4,10,True,6.4067,-0.80859,-4.243942,0.426589,3.011414,-0.110216,,,,,v2,train,general_replay,0.40,original
train,/root/leo_ws/src/leo_pybullet/worlds/benchmark_v3_curriculum/train/world_medium_direct_block_seed_000004.yaml,4,medium,2,4,6,True,6.2845,-1.671962,1.880344,-1.383261,-0.179534,-3.484148,direct_block,5.5682,1.1286,,v3,train,0,0.15,original
